team_code,first_name,last_name,email,username,password,ip,vpn_servers,online
MAC2,firstName,lastname,testing@email.com,MAC2,thisisyourpass,192.168.0.215,pop1:pop2,0
MAC3,firstName,lastname,testing@email.com,MAC3,thisisyourpass,192.168.0.216,pop1:pop2,1
MAC4,firstName,lastname,testing@email.com,MAC4,thisisyourpass,192.168.0.217,pop1:pop2,0
MAR1,firstName,lastname,testing@email.com,MAR1,thisisyourpass,192.168.0.218,pop1:pop2,1
MAR2,firstName,lastname,testing@email.com,MAR2,thisisyourpass,192.168.0.219,pop1:pop2,1
MAR3,firstName,lastname,testing@email.com,MAR3,thisisyourpass,192.168.0.220,pop1:pop2,0
MAR4,firstName,lastname,testing@email.com,MAR4,thisisyourpass,192.168.0.221,pop1:pop2,1
MDA1,firstName,lastname,testing@email.com,MDA1,thisisyourpass,192.168.0.222,pop1:pop2,1
MDA2,firstName,lastname,testing@email.com,MDA2,thisisyourpass,192.168.0.223,pop1:pop2,1
MDA3,firstName,lastname,testing@email.com,MDA3,thisisyourpass,192.168.0.224,pop1:pop2,1
MDA4,firstName,lastname,testing@email.com,MDA4,thisisyourpass,192.168.0.225,pop1:pop2,0
MEX1,firstName,lastname,testing@email.com,MEX1,thisisyourpass,192.168.0.226,pop1:pop2,1
MEX2,firstName,lastname,testing@email.com,MEX2,thisisyourpass,192.168.0.227,pop1:pop2,1
MEX3,firstName,lastname,testing@email.com,MEX3,thisisyourpass,192.168.0.228,pop1:pop2,1
MEX4,firstName,lastname,testing@email.com,MEX4,thisisyourpass,192.168.0.229,pop1:pop2,1
MKD1,firstName,lastname,testing@email.com,MKD1,thisisyourpass,192.168.0.230,pop1:pop2,0
MKD2,firstName,lastname,testing@email.com,MKD2,thisisyourpass,192.168.0.231,pop1:pop2,0
MKD3,firstName,lastname,testing@email.com,MKD3,thisisyourpass,192.168.0.232,pop1:pop2,1
MKD4,firstName,lastname,testing@email.com,MKD4,thisisyourpass,192.168.0.233,pop1:pop2,0
MNG1,firstName,lastname,testing@email.com,MNG1,thisisyourpass,192.168.0.234,pop1:pop2,1
MNG2,firstName,lastname,testing@email.com,MNG2,thisisyourpass,192.168.0.235,pop1:pop2,1
MNG3,firstName,lastname,testing@email.com,MNG3,thisisyourpass,192.168.0.236,pop1:pop2,1
MNG4,firstName,lastname,testing@email.com,MNG4,thisisyourpass,192.168.0.237,pop1:pop2,1
MYS1,firstName,lastname,testing@email.com,MYS1,thisisyourpass,192.168.0.238,pop1:pop2,1
MYS2,firstName,lastname,testing@email.com,MYS2,thisisyourpass,192.168.0.239,pop1:pop2,1
MYS3,firstName,lastname,testing@email.com,MYS3,thisisyourpass,192.168.0.240,pop1:pop2,1
MYS4,firstName,lastname,testing@email.com,MYS4,thisisyourpass,192.168.0.241,pop1:pop2,0
NGA1,firstName,lastname,testing@email.com,NGA1,thisisyourpass,192.168.0.242,pop1:pop2,1
NGA2,firstName,lastname,testing@email.com,NGA2,thisisyourpass,192.168.0.243,pop1:pop2,1
NGA3,firstName,lastname,testing@email.com,NGA3,thisisyourpass,192.168.0.244,pop1:pop2,1
NLD1,firstName,lastname,testing@email.com,NLD1,thisisyourpass,192.168.0.245,pop1:pop2,0
NLD2,firstName,lastname,testing@email.com,NLD2,thisisyourpass,192.168.0.246,pop1:pop2,1
NLD3,firstName,lastname,testing@email.com,NLD3,thisisyourpass,192.168.0.247,pop1:pop2,0
NLD4,firstName,lastname,testing@email.com,NLD4,thisisyourpass,192.168.0.248,pop1:pop2,0
NOR1,firstName,lastname,testing@email.com,NOR1,thisisyourpass,192.168.0.249,pop1:pop2,1
NOR2,firstName,lastname,testing@email.com,NOR2,thisisyourpass,192.168.0.250,pop1:pop2,1
NOR3,firstName,lastname,testing@email.com,NOR3,thisisyourpass,192.168.0.251,pop1:pop2,0
NOR4,firstName,lastname,testing@email.com,NOR4,thisisyourpass,192.168.0.252,pop1:pop2,0
NZL1,firstName,lastname,testing@email.com,NZL1,thisisyourpass,192.168.0.253,pop1:pop2,0
NZL2,firstName,lastname,testing@email.com,NZL2,thisisyourpass,192.168.0.254,pop1:pop2,1
NZL3,firstName,lastname,testing@email.com,NZL3,thisisyourpass,192.168.0.255,pop1:pop2,0
NZL4,firstName,lastname,testing@email.com,NZL4,thisisyourpass,192.168.0.0,pop1:pop2,1
PAK1,firstName,lastname,testing@email.com,PAK1,thisisyourpass,192.168.0.1,pop1:pop2,0
PAK2,firstName,lastname,testing@email.com,PAK2,thisisyourpass,192.168.0.2,pop1:pop2,1
PAK3,firstName,lastname,testing@email.com,PAK3,thisisyourpass,192.168.0.3,pop1:pop2,1
PAK4,firstName,lastname,testing@email.com,PAK4,thisisyourpass,192.168.0.4,pop1:pop2,1
PER1,firstName,lastname,testing@email.com,PER1,thisisyourpass,192.168.0.5,pop1:pop2,0
PER2,firstName,lastname,testing@email.com,PER2,thisisyourpass,192.168.0.6,pop1:pop2,0
PER3,firstName,lastname,testing@email.com,PER3,thisisyourpass,192.168.0.7,pop1:pop2,0
PER4,firstName,lastname,testing@email.com,PER4,thisisyourpass,192.168.0.8,pop1:pop2,1
PHL1,firstName,lastname,testing@email.com,PHL1,thisisyourpass,192.168.0.9,pop1:pop2,1
PHL2,firstName,lastname,testing@email.com,PHL2,thisisyourpass,192.168.0.10,pop1:pop2,0
PHL3,firstName,lastname,testing@email.com,PHL3,thisisyourpass,192.168.0.11,pop1:pop2,0
PHL4,firstName,lastname,testing@email.com,PHL4,thisisyourpass,192.168.0.12,pop1:pop2,1
POL1,firstName,lastname,testing@email.com,POL1,thisisyourpass,192.168.0.13,pop1:pop2,0
POL2,firstName,lastname,testing@email.com,POL2,thisisyourpass,192.168.0.14,pop1:pop2,1
POL3,firstName,lastname,testing@email.com,POL3,thisisyourpass,192.168.0.15,pop1:pop2,1
POL4,firstName,lastname,testing@email.com,POL4,thisisyourpass,192.168.0.16,pop1:pop2,0
PRT1,firstName,lastname,testing@email.com,PRT1,thisisyourpass,192.168.0.17,pop1:pop2,1
